id_reserva,id_hospede,id_quarto,id_hotel,data_checkin,data_checkout,canal_reserva,valor_diaria,status_reserva,data_reserva
21,94,Q044,4,2023-09-27 00:00:00,2023-10-02 00:00:00,Site Próprio,621.47,Confirmada,2023-08-23 00:00:00
22,290,Q033,3,2023-11-23 00:00:00,2023-11-26 00:00:00,Telefone,2673.07,Confirmada,2023-10-12 00:00:00
24,247,Q036,4,2024-10-11 00:00:00,2024-10-18 00:00:00,Site Próprio,736.05,Confirmada,2024-09-27 00:00:00
25,57,Q037,4,2023-12-15 00:00:00,2023-12-25 00:00:00,Site Próprio,511.07,Confirmada,2023-11-08 00:00:00
26,52,Q021,2,2024-01-08 00:00:00,2024-01-18 00:00:00,Expedia,429.3,Confirmada,2023-12-25 00:00:00
27,77,Q051,5,2024-10-11 00:00:00,2024-10-16 00:00:00,Expedia,1785.81,Confirmada,2024-09-10 00:00:00
28,250,Q002,1,2024-04-22 00:00:00,2024-04-30 00:00:00,Agência de Viagem,1045.22,Confirmada,2024-04-12 00:00:00
29,176,Q012,1,2023-09-29 00:00:00,2023-10-07 00:00:00,Booking.com,1566.65,Confirmada,2023-09-15 00:00:00
30,76,Q050,5,2024-12-07 00:00:00,2024-12-16 00:00:00,Site Próprio,2183.26,Confirmada,2024-11-17 00:00:00
32,399,Q053,5,2024-05-29 00:00:00,2024-06-04 00:00:00,Booking.com,1813.73,Confirmada,2024-04-08 00:00:00
33,206,Q016,2,2023-08-21 00:00:00,2023-08-25 00:00:00,Telefone,1506.59,Confirmada,2023-07-05 00:00:00
34,144,Q001,1,2024-04-28 00:00:00,2024-05-03 00:00:00,Booking.com,23785.17,Confirmada,2024-04-05 00:00:00
35,187,Q040,4,2023-03-24 00:00:00,2023-03-28 00:00:00,Site Próprio,828.46,Confirmada,2023-03-11 00:00:00
36,248,Q027,3,2024-10-01 00:00:00,2024-10-11 00:00:00,Site Próprio,1472.66,Confirmada,2024-08-20 00:00:00
37,44,Q034,3,2024-11-07 00:00:00,2024-11-09 00:00:00,Agência de Viagem,2244.87,Confirmada,2024-09-19 00:00:00
38,92,Q020,2,2024-03-20 00:00:00,2024-04-02 00:00:00,Expedia,471.21,Cancelada,2024-02-02 00:00:00
39,206,Q042,4,2023-03-28 00:00:00,2023-04-09 00:00:00,Booking.com,683.51,Confirmada,2023-03-19 00:00:00
40,303,Q003,1,2024-04-21 00:00:00,2024-05-04 00:00:00,Booking.com,1809.51,Confirmada,2024-03-13 00:00:00
41,80,Q040,4,2024-07-15 00:00:00,2024-07-24 00:00:00,Não informado,304.56,Confirmada,2024-05-24 00:00:00
42,384,Q009,1,2023-05-23 00:00:00,2023-05-30 00:00:00,Booking.com,2356.7,Confirmada,2023-05-09 00:00:00
43,109,Q005,1,2023-10-27 00:00:00,2023-11-05 00:00:00,Booking.com,2197.38,Confirmada,2023-10-06 00:00:00
44,215,Q032,3,2023-05-15 00:00:00,2023-05-16 00:00:00,Expedia,2539.15,Confirmada,2023-04-02 00:00:00
45,216,Q053,5,2024-05-28 00:00:00,2024-05-31 00:00:00,Telefone,637.18,Confirmada,2024-04-25 00:00:00
47,243,Q015,2,2024-09-25 00:00:00,2024-10-07 00:00:00,Site Próprio,1669.01,Confirmada,2024-09-04 00:00:00
48,285,Q053,5,2024-05-09 00:00:00,2024-05-22 00:00:00,Site Próprio,2502.23,Confirmada,2024-05-05 00:00:00
49,142,Q016,2,2023-02-13 00:00:00,2023-02-26 00:00:00,Site Próprio,1544.67,Confirmada,2023-01-08 00:00:00
50,227,Q002,1,2023-11-30 00:00:00,2023-12-10 00:00:00,Telefone,1795.65,Confirmada,2023-11-17 00:00:00
52,287,Q049,5,2023-07-27 00:00:00,2023-08-10 00:00:00,Agência de Viagem,599.69,Confirmada,2023-07-19 00:00:00
53,162,Q042,4,2023-03-16 00:00:00,2023-03-27 00:00:00,Booking.com,1342.26,Confirmada,2023-03-02 00:00:00
54,398,Q025,3,2023-06-08 00:00:00,2023-06-20 00:00:00,Expedia,614.6,Confirmada,2023-04-12 00:00:00
55,113,Q020,2,2023-04-07 00:00:00,2023-04-14 00:00:00,Agência de Viagem,665.13,Confirmada,2023-02-23 00:00:00
56,362,Q015,2,2024-03-17 00:00:00,2024-03-26 00:00:00,Agência de Viagem,1114.75,Overbooking,2024-03-04 00:00:00
57,48,Q029,3,2024-01-10 00:00:00,2024-01-11 00:00:00,Expedia,1662.83,Overbooking,2023-12-12 00:00:00
58,170,Q007,1,2024-06-13 00:00:00,2024-06-23 00:00:00,Expedia,1556.27,Confirmada,2024-06-08 00:00:00
59,54,Q004,1,2023-03-28 00:00:00,2023-04-02 00:00:00,Expedia,350.95,Confirmada,2023-02-06 00:00:00
60,387,Q017,2,2023-05-13 00:00:00,2023-05-27 00:00:00,Agência de Viagem,2416.45,Confirmada,2023-03-30 00:00:00
61,77,Q030,3,2024-07-03 00:00:00,2024-07-12 00:00:00,Telefone,1511.26,Confirmada,2024-06-12 00:00:00
62,30,Q005,1,2024-12-05 00:00:00,2024-12-08 00:00:00,Agência de Viagem,2532.98,Confirmada,2024-11-17 00:00:00
63,46,Q011,1,2023-09-24 00:00:00,2023-09-26 00:00:00,Telefone,2433.38,Confirmada,2023-09-19 00:00:00
64,233,Q025,3,2023-01-12 00:00:00,2023-01-18 00:00:00,Telefone,1315.29,Confirmada,2022-11-14 00:00:00
65,67,Q033,3,2023-02-14 00:00:00,2023-02-23 00:00:00,Booking.com,2642.22,Confirmada,2023-02-03 00:00:00
66,93,Q024,3,2023-07-26 00:00:00,2023-07-31 00:00:00,Expedia,1604.27,Confirmada,2023-07-12 00:00:00
67,257,Q031,3,2024-11-19 00:00:00,2024-11-22 00:00:00,Agência de Viagem,1134.85,Confirmada,2024-11-17 00:00:00
68,8,Q024,3,2023-01-19 00:00:00,2023-01-31 00:00:00,Telefone,1655.18,Confirmada,2023-01-06 00:00:00
69,126,Q052,5,2024-04-02 00:00:00,2024-04-04 00:00:00,Agência de Viagem,1924.1,Confirmada,2024-02-27 00:00:00
70,158,Q043,4,2024-12-05 00:00:00,2024-12-09 00:00:00,Booking.com,1123.9,Confirmada,2024-10-12 00:00:00
71,178,Q019,2,2023-02-25 00:00:00,2023-03-11 00:00:00,Booking.com,286.35,Confirmada,2023-01-15 00:00:00
72,84,Q030,3,2023-02-26 00:00:00,2023-02-28 00:00:00,Agência de Viagem,2469.87,Confirmada,2023-01-14 00:00:00
73,125,Q033,3,2024-12-10 00:00:00,2024-12-15 00:00:00,Site Próprio,1421.61,Confirmada,2024-11-29 00:00:00
74,2,Q031,3,2023-09-27 00:00:00,2023-10-03 00:00:00,Expedia,2730.19,Confirmada,2023-08-22 00:00:00
75,18,Q027,3,2023-11-13 00:00:00,2023-11-17 00:00:00,Expedia,716.54,Confirmada,2023-10-22 00:00:00
76,244,Q036,4,2023-10-13 00:00:00,2023-10-22 00:00:00,Booking.com,882.86,Confirmada,2023-08-24 00:00:00
77,136,Q002,1,2023-04-02 00:00:00,2023-04-05 00:00:00,Agência de Viagem,1746.34,Confirmada,2023-03-07 00:00:00
79,367,Q023,2,2024-09-02 00:00:00,2024-09-09 00:00:00,Expedia,2087.73,Confirmada,2024-08-01 00:00:00
80,371,Q017,2,2024-09-25 00:00:00,2024-10-06 00:00:00,Booking.com,361.66,Confirmada,2024-08-02 00:00:00
81,220,Q055,5,2024-12-18 00:00:00,2024-12-31 00:00:00,Telefone,605.23,Confirmada,2024-11-14 00:00:00
82,9,Q054,5,2024-12-03 00:00:00,2024-12-13 00:00:00,Booking.com,466.98,Confirmada,2024-11-30 00:00:00
83,185,Q023,2,2023-04-18 00:00:00,2023-04-25 00:00:00,Agência de Viagem,1674.24,Confirmada,2023-03-08 00:00:00
84,273,Q011,1,2024-11-28 00:00:00,2024-12-02 00:00:00,Agência de Viagem,922.67,Confirmada,2024-10-29 00:00:00
85,258,Q012,1,2024-07-02 00:00:00,2024-07-04 00:00:00,Telefone,418.43,Confirmada,2024-05-15 00:00:00
86,39,Q039,4,2023-09-29 00:00:00,2023-10-03 00:00:00,Booking.com,838.38,Confirmada,2023-08-18 00:00:00
87,196,Q042,4,2023-03-20 00:00:00,2023-03-28 00:00:00,Expedia,2205.77,Confirmada,2023-02-08 00:00:00
88,308,Q014,2,2023-05-31 00:00:00,2023-06-06 00:00:00,Expedia,1911.41,Confirmada,2023-04-16 00:00:00
89,291,Q033,3,2023-05-17 00:00:00,2023-05-18 00:00:00,Agência de Viagem,404.69,Confirmada,2023-04-29 00:00:00
91,239,Q042,4,2023-05-02 00:00:00,2023-05-11 00:00:00,Booking.com,1044.77,Cancelada,2023-04-26 00:00:00
92,149,Q035,4,2024-04-14 00:00:00,2024-04-16 00:00:00,Telefone,2718.68,Confirmada,2024-03-16 00:00:00
93,108,Q030,3,2023-08-04 00:00:00,2023-08-06 00:00:00,Telefone,480.27,Confirmada,2023-06-17 00:00:00
94,185,Q049,5,2023-05-16 00:00:00,2023-05-26 00:00:00,Telefone,962.9,Confirmada,2023-05-08 00:00:00
95,255,Q027,3,2024-05-12 00:00:00,2024-05-19 00:00:00,Site Próprio,655.62,Confirmada,2024-04-10 00:00:00
96,155,Q041,4,2023-05-25 00:00:00,2023-06-01 00:00:00,Não informado,1209.07,Confirmada,2023-05-17 00:00:00
97,167,Q024,3,2023-12-13 00:00:00,2023-12-27 00:00:00,Agência de Viagem,556.11,Confirmada,2023-10-14 00:00:00
98,379,Q013,2,2023-10-24 00:00:00,2023-10-29 00:00:00,Expedia,415.69,Confirmada,2023-09-29 00:00:00
99,185,Q046,5,2024-03-14 00:00:00,2024-03-27 00:00:00,Expedia,2428.35,Confirmada,2024-02-25 00:00:00
100,339,Q001,1,2023-10-20 00:00:00,2023-10-31 00:00:00,Booking.com,885.78,Confirmada,2023-10-02 00:00:00
101,162,Q043,4,2023-07-14 00:00:00,2023-07-27 00:00:00,Expedia,2252.11,Confirmada,2023-06-16 00:00:00
102,205,Q011,1,2024-07-21 00:00:00,2024-07-30 00:00:00,Booking.com,2084.91,Confirmada,2024-07-17 00:00:00
103,315,Q042,4,2023-05-22 00:00:00,2023-06-02 00:00:00,Expedia,1488.22,Confirmada,2023-03-24 00:00:00
104,88,Q047,5,2024-04-28 00:00:00,2024-05-05 00:00:00,Expedia,968.45,Confirmada,2024-04-11 00:00:00
105,336,Q030,3,2023-09-02 00:00:00,2023-09-07 00:00:00,Agência de Viagem,1671.17,Confirmada,2023-08-07 00:00:00
106,330,Q003,1,2023-06-15 00:00:00,2023-06-17 00:00:00,Booking.com,1526.54,Confirmada,2023-04-24 00:00:00
107,113,Q043,4,2024-04-08 00:00:00,2024-04-14 00:00:00,Agência de Viagem,1339.93,Confirmada,2024-03-03 00:00:00
108,47,Q016,2,2023-06-28 00:00:00,2023-07-04 00:00:00,Telefone,482.29,Confirmada,2023-06-12 00:00:00
109,292,Q028,3,2023-07-26 00:00:00,2023-07-27 00:00:00,Agência de Viagem,1226.24,Confirmada,2023-06-08 00:00:00
110,193,Q048,5,2023-10-04 00:00:00,2023-10-10 00:00:00,Site Próprio,1520.27,Confirmada,2023-08-28 00:00:00
111,352,Q026,3,2024-05-30 00:00:00,2024-06-08 00:00:00,Booking.com,486.13,Confirmada,2024-04-02 00:00:00
112,205,Q019,2,2024-10-23 00:00:00,2024-10-31 00:00:00,Agência de Viagem,2682.56,Confirmada,2024-08-29 00:00:00
114,201,Q002,1,2024-06-24 00:00:00,2024-07-08 00:00:00,Agência de Viagem,2729.21,Confirmada,2024-06-08 00:00:00
115,80,Q004,1,2023-06-05 00:00:00,2023-06-14 00:00:00,Site Próprio,2650.8,Confirmada,2023-04-19 00:00:00
116,283,Q036,4,2023-02-10 00:00:00,2023-02-11 00:00:00,Booking.com,843.07,Confirmada,2022-12-13 00:00:00
117,367,Q011,1,2023-11-08 00:00:00,2023-11-11 00:00:00,Expedia,1597.05,Confirmada,2023-10-11 00:00:00
118,37,Q002,1,2023-11-04 00:00:00,2023-11-13 00:00:00,Telefone,738.84,Confirmada,2023-10-18 00:00:00
119,1,Q022,2,2023-01-11 00:00:00,2023-01-20 00:00:00,Expedia,2790.75,Confirmada,2022-12-24 00:00:00
120,125,Q034,3,2024-05-01 00:00:00,2024-05-10 00:00:00,Booking.com,1644.86,Confirmada,2024-04-29 00:00:00
122,132,Q036,4,2023-08-22 00:00:00,2023-09-02 00:00:00,Agência de Viagem,2609.16,Confirmada,2023-08-07 00:00:00
123,357,Q035,4,2023-12-13 00:00:00,2023-12-25 00:00:00,Agência de Viagem,1173.92,Confirmada,2023-11-17 00:00:00
124,150,Q013,2,2024-05-31 00:00:00,2024-06-02 00:00:00,Booking.com,1514.02,Confirmada,2024-05-18 00:00:00
125,119,Q027,3,2024-04-21 00:00:00,2024-04-25 00:00:00,Expedia,2189.2,Confirmada,2024-04-02 00:00:00
126,254,Q010,1,2024-09-16 00:00:00,2024-09-19 00:00:00,Booking.com,1486.88,Confirmada,2024-07-19 00:00:00
127,75,Q010,1,2024-02-07 00:00:00,2024-02-08 00:00:00,Booking.com,310.25,Confirmada,2023-12-30 00:00:00
128,27,Q019,2,2023-03-03 00:00:00,2023-03-06 00:00:00,Agência de Viagem,1396.59,Confirmada,2023-01-16 00:00:00
129,41,Q025,3,2023-06-19 00:00:00,2023-06-25 00:00:00,Booking.com,723.06,Confirmada,2023-04-20 00:00:00
130,240,Q056,5,2023-02-02 00:00:00,2023-02-07 00:00:00,Agência de Viagem,2389.77,Confirmada,2023-01-11 00:00:00
131,56,Q037,4,2023-01-03 00:00:00,2023-01-05 00:00:00,Expedia,455.95,Confirmada,2022-12-07 00:00:00
132,389,Q009,1,2023-08-01 00:00:00,2023-08-08 00:00:00,Expedia,2210.27,Confirmada,2023-07-12 00:00:00
133,26,Q036,4,2024-12-23 00:00:00,2024-12-31 00:00:00,Booking.com,1200.42,Confirmada,2024-10-25 00:00:00
134,166,Q038,4,2024-01-08 00:00:00,2024-01-20 00:00:00,Agência de Viagem,327.22,Confirmada,2023-12-12 00:00:00
135,393,Q023,2,2024-02-19 00:00:00,2024-02-20 00:00:00,Agência de Viagem,338.88,Confirmada,2024-02-14 00:00:00
136,100,Q005,1,2023-03-06 00:00:00,2023-03-16 00:00:00,Expedia,1175.58,Confirmada,2023-02-12 00:00:00
137,135,Q045,5,2024-12-07 00:00:00,2024-12-13 00:00:00,Expedia,1008.38,Confirmada,2024-10-21 00:00:00
138,325,Q057,5,2023-03-08 00:00:00,2023-03-09 00:00:00,Booking.com,523.52,Confirmada,2023-01-21 00:00:00
139,129,Q041,4,2024-03-16 00:00:00,2024-03-30 00:00:00,Agência de Viagem,588.4,Confirmada,2024-02-13 00:00:00
140,379,Q013,2,2023-11-07 00:00:00,2023-11-21 00:00:00,Booking.com,1798.5,Confirmada,2023-10-17 00:00:00
141,186,Q031,3,2024-09-02 00:00:00,2024-09-04 00:00:00,Telefone,753.15,Confirmada,2024-07-15 00:00:00
142,209,Q016,2,2023-03-08 00:00:00,2023-03-19 00:00:00,Site Próprio,1478.31,Confirmada,2023-02-01 00:00:00
143,219,Q026,3,2023-04-18 00:00:00,2023-04-20 00:00:00,Expedia,1842.73,Confirmada,2023-04-04 00:00:00
144,256,Q007,1,2024-04-02 00:00:00,2024-04-05 00:00:00,Booking.com,588.97,Confirmada,2024-03-03 00:00:00
145,121,Q055,5,2024-07-05 00:00:00,2024-07-19 00:00:00,Site Próprio,2238.36,Confirmada,2024-06-16 00:00:00
146,291,Q028,3,2023-10-02 00:00:00,2023-10-08 00:00:00,Expedia,2132.07,Confirmada,2023-09-19 00:00:00
147,96,Q038,4,2023-09-09 00:00:00,2023-09-13 00:00:00,Booking.com,967.45,Confirmada,2023-07-12 00:00:00
148,168,Q048,5,2023-03-08 00:00:00,2023-03-15 00:00:00,Expedia,2780.74,Confirmada,2023-02-03 00:00:00
149,333,Q048,5,2023-04-13 00:00:00,2023-04-24 00:00:00,Agência de Viagem,2776.94,Confirmada,2023-04-06 00:00:00
150,119,Q008,1,2024-04-04 00:00:00,2024-04-10 00:00:00,Site Próprio,2486.05,Confirmada,2024-03-20 00:00:00
152,92,Q032,3,2024-04-04 00:00:00,2024-04-14 00:00:00,Expedia,2226.25,Confirmada,2024-02-21 00:00:00
153,327,Q002,1,2024-09-02 00:00:00,2024-09-14 00:00:00,Telefone,1141.73,Confirmada,2024-08-30 00:00:00
154,73,Q029,3,2023-02-15 00:00:00,2023-02-19 00:00:00,Expedia,347.5,Confirmada,2022-12-30 00:00:00
155,168,Q013,2,2024-02-23 00:00:00,2024-03-05 00:00:00,Expedia,722.12,Confirmada,2024-02-03 00:00:00
156,17,Q004,1,2024-05-22 00:00:00,2024-05-31 00:00:00,Agência de Viagem,411.34,Confirmada,2024-05-15 00:00:00
157,80,Q043,4,2024-10-16 00:00:00,2024-10-25 00:00:00,Site Próprio,1915.3,Confirmada,2024-09-20 00:00:00
158,146,Q030,3,2024-11-14 00:00:00,2024-11-19 00:00:00,Agência de Viagem,2680.63,Confirmada,2024-10-25 00:00:00
159,213,Q050,5,2024-03-02 00:00:00,2024-03-03 00:00:00,Expedia,1893.42,Confirmada,2024-02-05 00:00:00
160,4,Q038,4,2024-03-20 00:00:00,2024-03-23 00:00:00,Agência de Viagem,539.53,Confirmada,2024-03-14 00:00:00
162,329,Q047,5,2024-02-11 00:00:00,2024-02-13 00:00:00,Telefone,1836.6,Confirmada,2024-01-18 00:00:00
163,75,Q047,5,2023-12-23 00:00:00,2023-12-28 00:00:00,Booking.com,1578.96,Confirmada,2023-10-24 00:00:00
164,197,Q002,1,2024-05-17 00:00:00,2024-05-30 00:00:00,Booking.com,1019.12,Confirmada,2024-03-24 00:00:00
165,162,Q008,1,2023-02-24 00:00:00,2023-03-06 00:00:00,Agência de Viagem,470.05,Confirmada,2023-01-09 00:00:00
166,83,Q056,5,2024-10-17 00:00:00,2024-10-30 00:00:00,Booking.com,1833.69,Confirmada,2024-09-07 00:00:00
167,94,Q020,2,2024-08-01 00:00:00,2024-08-05 00:00:00,Site Próprio,1269.35,Confirmada,2024-06-28 00:00:00
168,184,Q019,2,2023-05-07 00:00:00,2023-05-10 00:00:00,Booking.com,2725.27,Confirmada,2023-03-15 00:00:00
169,288,Q013,2,2024-11-19 00:00:00,2024-11-20 00:00:00,Expedia,550.21,Confirmada,2024-10-11 00:00:00
170,322,Q043,4,2023-11-10 00:00:00,2023-11-21 00:00:00,Agência de Viagem,1035.94,Confirmada,2023-10-25 00:00:00
171,338,Q041,4,2024-01-12 00:00:00,2024-01-20 00:00:00,Telefone,1367.8,Confirmada,2024-01-10 00:00:00
172,251,Q010,1,2024-04-21 00:00:00,2024-04-25 00:00:00,Agência de Viagem,2197.09,Confirmada,2024-03-02 00:00:00
173,243,Q037,4,2024-02-14 00:00:00,2024-02-16 00:00:00,Site Próprio,577.56,Confirmada,2024-01-17 00:00:00
174,227,Q025,3,2024-05-31 00:00:00,2024-06-09 00:00:00,Site Próprio,353.66,Confirmada,2024-05-22 00:00:00
175,161,Q012,1,2024-06-07 00:00:00,2024-06-09 00:00:00,Site Próprio,2167.75,Confirmada,2024-04-10 00:00:00
176,14,Q037,4,2023-03-09 00:00:00,2023-03-19 00:00:00,Site Próprio,743.95,Confirmada,2023-01-11 00:00:00
177,85,Q039,4,2024-12-03 00:00:00,2024-12-16 00:00:00,Booking.com,417.07,Confirmada,2024-11-10 00:00:00
178,130,Q057,5,2023-06-12 00:00:00,2023-06-18 00:00:00,Telefone,19486.09,Confirmada,2023-04-20 00:00:00
179,131,Q037,4,2024-05-29 00:00:00,2024-06-06 00:00:00,Booking.com,1759.31,Confirmada,2024-04-19 00:00:00
180,164,Q048,5,2024-01-17 00:00:00,2024-01-18 00:00:00,Booking.com,714.35,Confirmada,2024-01-06 00:00:00
181,168,Q034,3,2024-01-21 00:00:00,2024-01-24 00:00:00,Expedia,543.45,Confirmada,2023-12-18 00:00:00
182,185,Q011,1,2024-04-08 00:00:00,2024-04-17 00:00:00,Telefone,1729.11,Confirmada,2024-02-11 00:00:00
183,275,Q005,1,2024-10-06 00:00:00,2024-10-20 00:00:00,Agência de Viagem,2131.7,Confirmada,2024-09-12 00:00:00
184,189,Q030,3,2024-08-14 00:00:00,2024-08-17 00:00:00,Expedia,1093.61,Confirmada,2024-08-08 00:00:00
185,91,Q038,4,2024-09-22 00:00:00,2024-10-04 00:00:00,Site Próprio,1005.78,Confirmada,2024-08-19 00:00:00
186,328,Q028,3,2024-08-22 00:00:00,2024-09-02 00:00:00,Expedia,2119.25,Confirmada,2024-07-05 00:00:00
187,77,Q004,1,2023-10-25 00:00:00,2023-11-04 00:00:00,Agência de Viagem,1315.1,Confirmada,2023-10-01 00:00:00
188,251,Q003,1,2023-08-21 00:00:00,2023-08-31 00:00:00,Site Próprio,306.84,Confirmada,2023-08-20 00:00:00
190,302,Q049,5,2023-05-17 00:00:00,2023-05-21 00:00:00,Expedia,1841.02,Confirmada,2023-04-16 00:00:00
191,8,Q015,2,2023-09-07 00:00:00,2023-09-19 00:00:00,Booking.com,1399.68,Confirmada,2023-09-02 00:00:00
192,139,Q023,2,2024-02-16 00:00:00,2024-02-29 00:00:00,Expedia,2716.2,Confirmada,2024-02-12 00:00:00
193,305,Q050,5,2024-10-23 00:00:00,2024-11-02 00:00:00,Agência de Viagem,1784.8,Confirmada,2024-09-19 00:00:00
194,85,Q038,4,2023-01-01 00:00:00,2023-01-02 00:00:00,Site Próprio,1605.39,Confirmada,2022-12-06 00:00:00
195,82,Q016,2,2023-03-01 00:00:00,2023-03-14 00:00:00,Site Próprio,281.49,Confirmada,2023-01-24 00:00:00
196,212,Q015,2,2023-07-24 00:00:00,2023-08-02 00:00:00,Telefone,1888.87,Cancelada,2023-06-12 00:00:00
197,90,Q044,4,2024-06-04 00:00:00,2024-06-09 00:00:00,Site Próprio,1015.68,Confirmada,2024-05-31 00:00:00
198,4,Q043,4,2024-01-20 00:00:00,2024-02-03 00:00:00,Agência de Viagem,2150.23,Confirmada,2023-12-21 00:00:00
199,336,Q012,1,2024-04-08 00:00:00,2024-04-11 00:00:00,Booking.com,2791.36,Confirmada,2024-03-22 00:00:00
200,20,Q023,2,2023-05-07 00:00:00,2023-05-13 00:00:00,Site Próprio,2064.79,Confirmada,2023-04-19 00:00:00
201,224,Q055,5,2024-12-03 00:00:00,2024-12-16 00:00:00,Telefone,2728.32,Overbooking,2024-11-14 00:00:00
202,260,Q014,2,2023-01-16 00:00:00,2023-01-19 00:00:00,Expedia,2556.99,Overbooking,2022-11-23 00:00:00
203,383,Q015,2,2023-12-01 00:00:00,2023-12-05 00:00:00,Agência de Viagem,1087.81,Overbooking,2023-11-15 00:00:00
204,241,Q043,4,2024-04-28 00:00:00,2024-05-12 00:00:00,Telefone,2028.93,Confirmada,2024-03-04 00:00:00
205,372,Q007,1,2023-08-28 00:00:00,2023-09-07 00:00:00,Expedia,2262.47,Confirmada,2023-08-02 00:00:00
206,40,Q054,5,2024-08-01 00:00:00,2024-08-04 00:00:00,Booking.com,333.93,Confirmada,2024-07-24 00:00:00
207,83,Q010,1,2023-12-20 00:00:00,2023-12-23 00:00:00,Site Próprio,328.72,Confirmada,2023-12-11 00:00:00
208,35,Q012,1,2023-02-17 00:00:00,2023-02-19 00:00:00,Telefone,2192.51,Confirmada,2023-02-04 00:00:00
209,34,Q055,5,2024-01-29 00:00:00,2024-01-31 00:00:00,Booking.com,774.59,Confirmada,2024-01-21 00:00:00
210,386,Q001,1,2024-10-11 00:00:00,2024-10-13 00:00:00,Expedia,1466.64,Confirmada,2024-10-02 00:00:00
211,105,Q011,1,2023-10-29 00:00:00,2023-11-04 00:00:00,Não informado,1330.6,Confirmada,2023-10-27 00:00:00
212,145,Q028,3,2023-02-19 00:00:00,2023-03-03 00:00:00,Expedia,2571.35,Confirmada,2022-12-31 00:00:00
213,244,Q053,5,2023-10-22 00:00:00,2023-11-01 00:00:00,Site Próprio,2262.09,Confirmada,2023-10-20 00:00:00
214,396,Q043,4,2023-04-11 00:00:00,2023-04-17 00:00:00,Agência de Viagem,2046.88,Confirmada,2023-03-07 00:00:00
215,366,Q048,5,2023-04-04 00:00:00,2023-04-14 00:00:00,Expedia,684.45,Confirmada,2023-04-03 00:00:00
216,148,Q048,5,2023-02-25 00:00:00,2023-02-26 00:00:00,Expedia,1501.6,Confirmada,2023-01-24 00:00:00
217,304,Q020,2,2023-12-22 00:00:00,2024-01-05 00:00:00,Telefone,914.47,Confirmada,2023-12-11 00:00:00
218,359,Q027,3,2023-08-26 00:00:00,2023-09-03 00:00:00,Booking.com,530.3,Confirmada,2023-07-16 00:00:00
219,357,Q008,1,2024-07-28 00:00:00,2024-08-10 00:00:00,Site Próprio,1851.23,Confirmada,2024-07-05 00:00:00
220,203,Q007,1,2023-03-30 00:00:00,2023-04-06 00:00:00,Site Próprio,1198.47,Confirmada,2023-03-10 00:00:00
221,280,Q030,3,2024-05-28 00:00:00,2024-05-31 00:00:00,Agência de Viagem,2755.15,Confirmada,2024-04-17 00:00:00
